event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 02:23:05 UTC,purchase,1004903,2053013555631882655,electronics.smartphone,huawei,111.82,512812487,d3ef047f-9476-4b8d-a126-b483c55de653
2019-10-01 02:23:05 UTC,purchase,4802157,2053013554658804075,electronics.audio.headphone,jbl,20.57,522702221,96e885ab-4ae7-487c-a46b-1ef8bb477517
2019-10-01 02:23:10 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,550146179,4078566a-62e6-4258-b623-87812d27aa62
2019-10-01 02:23:19 UTC,purchase,44000003,2100064855133258156,apparel.shoes,ersport,35.78,551281127,ff496fc6-6a01-4637-a24e-ab79b041e5ef
2019-10-01 02:23:25 UTC,purchase,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,515384420,7f82b450-6c45-4346-96fb-ecf4ab25779c
2019-10-01 02:23:33 UTC,purchase,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,513265392,3b94ab59-72ba-49d8-85f8-a6d528870a7c
2019-10-01 02:23:39 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,512730342,4a34d086-4940-45e1-b70b-b04b1b8e96aa
2019-10-01 02:23:59 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,524102669,0cf768dd-f1d3-4108-b06f-75868aacf6b0
2019-10-01 02:25:04 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,555110488,ce885079-4d92-4fe6-92a3-377c5a2d8291
2019-10-01 02:25:11 UTC,purchase,1002634,2053013555631882655,electronics.smartphone,apple,377.03,555462614,743319d6-0cf7-4216-be8e-622fbd1f4131
2019-10-01 02:25:30 UTC,purchase,1004249,2053013555631882655,electronics.smartphone,apple,739.81,552056470,cc0ae18d-73c8-47ee-ab3e-a92ef9917095
2019-10-01 02:25:50 UTC,purchase,1004246,2053013555631882655,electronics.smartphone,apple,736.18,547560322,8e4ca4a7-16bc-42ca-a529-f2256305d294
2019-10-01 02:26:05 UTC,purchase,4804536,2053013554658804075,electronics.audio.headphone,ritmix,0.88,514127317,abb0d5da-9acb-4714-a4fa-cd514f585739
2019-10-01 02:26:05 UTC,purchase,1004750,2053013555631882655,electronics.smartphone,samsung,197.43,555110488,ce885079-4d92-4fe6-92a3-377c5a2d8291
2019-10-01 02:26:11 UTC,purchase,6800659,2053013554222596431,computers.components.hdd,kingston,66.67,523117953,629a0485-36c9-4a80-9f02-4a96382c3059
2019-10-01 02:26:23 UTC,purchase,1004650,2053013555631882655,electronics.smartphone,samsung,628.78,516025438,86916d0f-ed46-4e0f-a005-c9b32b2db48c
2019-10-01 02:26:57 UTC,purchase,1004566,2053013555631882655,electronics.smartphone,huawei,177.2,518962372,718c8069-2782-4585-acad-6747f6f2f79d
2019-10-01 02:27:17 UTC,purchase,1004741,2053013555631882655,electronics.smartphone,xiaomi,185.71,552439521,80ccabf1-39b6-421f-b452-4bf9e37805d6
2019-10-01 02:27:26 UTC,purchase,1002524,2053013555631882655,electronics.smartphone,apple,515.67,512556357,c617c55a-4a43-4e89-80ad-cef36a082847
2019-10-01 02:28:09 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,543356214,cc27a71b-006f-4028-ad60-46cf26ab06af
2019-10-01 02:28:17 UTC,purchase,1004750,2053013555631882655,electronics.smartphone,samsung,197.43,550224334,0d6450ef-4cbb-49b3-92e7-91b1d525833a
2019-10-01 02:28:29 UTC,purchase,1004794,2053013555631882655,electronics.smartphone,xiaomi,241.96,555420273,35954daf-bd58-45c6-b22a-40f369f77ca2
2019-10-01 02:28:40 UTC,purchase,1005104,2053013555631882655,electronics.smartphone,apple,975.57,552408931,e8b95f1a-5f87-40ab-b75a-40942d5a1726
2019-10-01 02:28:56 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,525454715,18af05cc-c950-46f5-9a4d-317b6140e727
2019-10-01 02:29:01 UTC,purchase,3200361,2053013555321504139,appliances.kitchen.meat_grinder,philips,120.95,553819262,94b897fc-80c6-492c-a456-707398c7cc8e
2019-10-01 02:29:32 UTC,purchase,8800448,2053013555573162395,electronics.telephone,nokia,43.66,518494067,521e7934-57af-49c6-a96f-b1b4676b7d39
2019-10-01 02:29:40 UTC,purchase,1004750,2053013555631882655,electronics.smartphone,samsung,197.43,512592316,2f8c3cd6-2b93-4440-bd72-3c36f4a2fd6c
2019-10-01 02:29:41 UTC,purchase,1002544,2053013555631882655,electronics.smartphone,apple,464.13,551349532,42daeb40-9ccd-4ffd-99ef-85af823f6390
2019-10-01 02:30:44 UTC,purchase,1003860,2053013555631882655,electronics.smartphone,samsung,223.43,524102815,e7382057-39be-476b-ac2f-a89da9a20d9c
2019-10-01 02:30:46 UTC,purchase,3100152,2053013555262783879,appliances.kitchen.blender,panasonic,51.46,527681026,feb31d4f-ceb5-4710-8a8e-391abeaca106
2019-10-01 02:30:48 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,512592316,2f8c3cd6-2b93-4440-bd72-3c36f4a2fd6c
2019-10-01 02:31:00 UTC,purchase,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,23.13,513684529,5fdc8eaa-8bcb-427f-a2b4-6fb50181aee6
2019-10-01 02:31:01 UTC,purchase,1004238,2053013555631882655,electronics.smartphone,apple,1206.4,555462711,38c6d3f7-6c32-4fed-bca6-ef98e1746386
2019-10-01 02:31:08 UTC,purchase,1004958,2053013555631882655,electronics.smartphone,xiaomi,360.08,513632293,f2cc68f7-39d1-4a50-9dcf-f2a0921bdfda
2019-10-01 02:31:15 UTC,purchase,1004858,2053013555631882655,electronics.smartphone,samsung,134.42,512607090,7ef58f0a-fba6-4f94-b09f-826e7b87abd0
2019-10-01 02:31:18 UTC,purchase,12400121,2053013556252639687,construction.tools.drill,alteco,45.82,516201000,2a0abd92-f425-4ec0-882f-9fb5db4b192a
2019-10-01 02:31:31 UTC,purchase,28401176,2053013566209917945,accessories.bag,karya,100.39,512478069,5327d365-1cb2-4906-ae61-e53b2d539fa9
2019-10-01 02:31:46 UTC,purchase,1005124,2053013555631882655,electronics.smartphone,apple,1634.51,518599877,839e2764-11b1-4f81-af39-3970a03ef870
2019-10-01 02:31:46 UTC,purchase,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,514311861,4c60cd4d-7f6f-4037-a611-9b20619b31e3
2019-10-01 02:32:07 UTC,purchase,5100689,2053013553341792533,electronics.clocks,apple,385.82,512736046,f0a6fb4a-df23-49b9-bb97-879fd4cd09e0
2019-10-01 02:32:14 UTC,purchase,1004446,2053013555631882655,electronics.smartphone,samsung,89.32,514892797,c88267b8-c2b0-478a-9d98-9d60ebde43b7
2019-10-01 02:32:38 UTC,purchase,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,518463311,8b7b4848-d031-47b0-94d0-10f0b732bbf8
2019-10-01 02:32:39 UTC,purchase,1004777,2053013555631882655,electronics.smartphone,xiaomi,136.4,514651026,1a1d93df-a3f2-404f-9677-364f0b731085
2019-10-01 02:32:46 UTC,purchase,1005003,2053013555631882655,electronics.smartphone,huawei,258.21,513632293,f2cc68f7-39d1-4a50-9dcf-f2a0921bdfda
2019-10-01 02:32:59 UTC,purchase,1005109,2053013555631882655,electronics.smartphone,apple,975.57,552408931,e8b95f1a-5f87-40ab-b75a-40942d5a1726
2019-10-01 02:33:01 UTC,purchase,1801690,2053013554415534427,electronics.video.tv,samsung,368.04,514904277,dd83275d-ea51-42a2-b52f-a1ff9068649a
2019-10-01 02:33:01 UTC,purchase,18500020,2053013552695869677,electronics.tablet,wacom,78.51,546907454,9f599100-5fe0-49c5-9b12-36bc68dd42c1
2019-10-01 02:33:21 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,523751849,6d302422-8cbc-45c1-9bf6-729b63c93393
2019-10-01 02:33:23 UTC,purchase,1003316,2053013555631882655,electronics.smartphone,apple,946.97,537143581,2f7c7e0d-0a4c-46c5-b96e-6fde3f98335f
2019-10-01 02:33:28 UTC,purchase,1004246,2053013555631882655,electronics.smartphone,apple,736.18,555463371,e1bf2f60-6f32-4428-967f-4039dc10253d
2019-10-01 02:33:29 UTC,purchase,1004750,2053013555631882655,electronics.smartphone,samsung,197.43,555136729,2e1d570b-79d8-49b5-bb28-6ec8ee94355c
2019-10-01 02:33:31 UTC,purchase,11300059,2053013555531219353,electronics.telephone,texet,17.48,513210754,3398c966-7846-4186-89be-323daad735b9
2019-10-01 02:33:51 UTC,purchase,1307061,2053013558920217191,computers.notebook,asus,879.96,516255627,4eb54277-2072-4b17-a275-dced7c3ae7ee
2019-10-01 02:34:08 UTC,purchase,1004665,2053013555631882655,electronics.smartphone,samsung,871.14,549777331,1608a3ee-0190-448e-9606-9d7a73dca4d7
2019-10-01 02:34:23 UTC,purchase,1005116,2053013555631882655,electronics.smartphone,apple,1052.79,522719614,136a7a84-4ae7-4139-992e-4e85356756bb
2019-10-01 02:34:23 UTC,purchase,3601485,2053013563810775923,appliances.kitchen.washer,lg,308.65,513419646,5e227e58-6117-419c-b45d-ac54be44716d
2019-10-01 02:34:45 UTC,purchase,21409495,2053013561579406073,electronics.clocks,casio,169.37,512975726,2885756b-57f6-487b-946d-8cac7ddc4b66
2019-10-01 02:34:45 UTC,purchase,3700127,2053013565983425517,appliances.environment.vacuum,lg,189.26,512584306,510447fa-8dee-4027-a80a-a17dab9260af
2019-10-01 02:34:57 UTC,purchase,1004564,2053013555631882655,electronics.smartphone,meizu,133.59,513724405,beaf2733-5b32-4114-877b-2d54fb7e428e
2019-10-01 02:34:58 UTC,purchase,1005112,2053013555631882655,electronics.smartphone,apple,975.57,552141352,89926d13-f182-41a5-9803-e4e5415a748f
2019-10-01 02:35:05 UTC,purchase,3601244,2053013563810775923,appliances.kitchen.washer,lg,339.75,551646742,ba2abe11-273b-451c-b89d-c456cffa6501
2019-10-01 02:35:36 UTC,purchase,1003907,2053013555631882655,electronics.smartphone,huawei,124.84,525601960,f7300c48-a892-49b2-bb29-98be97ffa7ee
2019-10-01 02:36:06 UTC,purchase,1004893,2053013555631882655,electronics.smartphone,nokia,89.72,549265000,fb79a3ce-7937-43ba-ae84-05ab5fe33538
2019-10-01 02:36:08 UTC,purchase,1306646,2053013558920217191,computers.notebook,acer,532.81,549790258,56272bb8-9f35-4412-9f15-624c8ecda0f1
2019-10-01 02:36:12 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,554063800,ab42d104-313e-492c-9983-36838dc5db57
2019-10-01 02:36:15 UTC,purchase,5100845,2053013553341792533,electronics.clocks,xiaomi,180.16,553622042,3f8966d7-459a-4ae4-a708-aed99ca944a5
2019-10-01 02:36:25 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,551712733,56fbbe83-a130-49bf-bcb4-27a812b7a1a6
2019-10-01 02:37:24 UTC,purchase,1004834,2053013555631882655,electronics.smartphone,samsung,174.78,518626299,e4841f35-81cc-47fa-874d-32e5f9d71098
2019-10-01 02:37:27 UTC,purchase,1004834,2053013555631882655,electronics.smartphone,samsung,174.78,518626299,e4841f35-81cc-47fa-874d-32e5f9d71098
2019-10-01 02:37:40 UTC,purchase,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,550607818,4253b521-b20f-4f27-ad93-b6f7a9008728
2019-10-01 02:37:57 UTC,purchase,1005098,2053013555631882655,electronics.smartphone,samsung,154.42,515845109,4293bc37-27d2-422a-8851-ce002b4d93fd
2019-10-01 02:38:14 UTC,purchase,1801690,2053013554415534427,electronics.video.tv,samsung,368.04,512968794,84562c4d-b63e-4b18-beac-484046a69e68
2019-10-01 02:38:18 UTC,purchase,1004838,2053013555631882655,electronics.smartphone,oppo,179.38,527209005,cbfdc1b0-39b7-4d1d-bce3-b79fc6b6c7cf
2019-10-01 02:38:28 UTC,purchase,3900045,2053013552326770905,appliances.environment.water_heater,thermex,84.94,513172531,6b4b047d-5800-49ec-ba3d-ae545eff60e8
2019-10-01 02:38:31 UTC,purchase,1004249,2053013555631882655,electronics.smartphone,apple,739.81,512384348,1ecc7604-5a77-4f5a-87b0-6592949e6013
2019-10-01 02:38:49 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,533758539,036d4ad9-f4e2-4a22-8aa4-9dacfc63921c
2019-10-01 02:38:49 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,543624132,e5d9229b-09a3-4bcd-8410-4af1b9cba01a
2019-10-01 02:38:51 UTC,purchase,1004776,2053013555631882655,electronics.smartphone,xiaomi,185.08,513254174,25188ff4-b393-4a99-a562-200457429825
2019-10-01 02:38:57 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,514129765,73624df5-835e-49eb-ac8b-4ef7ee26f071
2019-10-01 02:39:22 UTC,purchase,1004670,2053013555631882655,electronics.smartphone,samsung,1286.75,518794940,434f148f-e292-4023-80d6-f9629566efe2
2019-10-01 02:39:24 UTC,purchase,1004659,2053013555631882655,electronics.smartphone,samsung,787.18,519447668,7df063d7-0c7d-47ec-a977-34ff42ec1d36
2019-10-01 02:39:31 UTC,purchase,1003285,2053013555631882655,electronics.smartphone,samsung,602.07,540577190,37f5c533-c006-42f0-8b3f-6c52fd986fc2
2019-10-01 02:39:41 UTC,purchase,1005007,2053013555631882655,electronics.smartphone,xiaomi,102.65,554754734,b4337abb-6b74-4efc-addf-6e9d28979201
2019-10-01 02:39:58 UTC,purchase,2700920,2053013563911439225,appliances.kitchen.refrigerators,midea,810.81,512416959,4adbf59b-f0b6-4951-8829-12ad5a3f683a
2019-10-01 02:40:14 UTC,purchase,1004863,2053013555631882655,electronics.smartphone,samsung,174.76,523529352,129d5382-bbc3-b316-b076-d0635a762aad
2019-10-01 02:40:14 UTC,purchase,1004562,2053013555631882655,electronics.smartphone,meizu,101.65,550443776,80a072e0-874a-437e-bb6c-beefab9ad218
2019-10-01 02:40:16 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,533758539,036d4ad9-f4e2-4a22-8aa4-9dacfc63921c
2019-10-01 02:40:17 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,534178501,5499a976-a71c-4882-8497-20397255f7d1
2019-10-01 02:40:37 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,534142828,d0132069-5827-4ebf-a1b3-b16496c9b396
2019-10-01 02:40:47 UTC,purchase,1004776,2053013555631882655,electronics.smartphone,xiaomi,185.08,513254174,3033c524-9f2f-45c0-9a77-5a8975110015
2019-10-01 02:40:49 UTC,purchase,1004209,2053013555631882655,electronics.smartphone,samsung,92.64,530776918,f86b8f6c-e4a6-4adf-bb33-8b6c2e444ef7
2019-10-01 02:41:52 UTC,purchase,21409250,2053013561579406073,electronics.clocks,swatch,82.89,520395222,e60950ea-5953-48a7-9fb5-3d39592ad68a
2019-10-01 02:43:07 UTC,purchase,8700483,2053013563097744201,appliances.personal.hair_cutter,moser,47.88,514018346,35323009-6410-4412-930e-e7855384a5da
2019-10-01 02:43:16 UTC,purchase,28719171,2116907519078040377,apparel.shoes,salamander,137.71,515478960,16f9b619-2fb7-4bf4-a7f2-ef7b4611c904
2019-10-01 02:43:16 UTC,purchase,1005100,2053013555631882655,electronics.smartphone,samsung,154.42,543926031,8fd35ec8-338c-4c51-9714-144257ff3e50
2019-10-01 02:43:19 UTC,purchase,4804056,2053013554658804075,electronics.audio.headphone,apple,161.98,516426424,6407cfad-7269-4978-9450-dbec315f2fa1
2019-10-01 02:43:20 UTC,purchase,1004237,2053013555631882655,electronics.smartphone,apple,1081.98,536328930,af9f06b1-7cf7-4eed-978f-5350d7d0d0c7
2019-10-01 02:43:22 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,512730342,403d3545-0e32-4d7d-a6ef-eb75efc7be38
2019-10-01 02:43:24 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,525454715,318732f9-ec30-44e5-849d-815608df7650
2019-10-01 02:43:25 UTC,purchase,1004838,2053013555631882655,electronics.smartphone,oppo,179.38,519484978,337517c6-25b9-40c7-9fc4-40052098b9b4
2019-10-01 02:43:40 UTC,purchase,3601405,2053013563810775923,appliances.kitchen.washer,beko,187.88,555463495,ea7c3a44-0908-4ef6-b175-bf4075e2665a
2019-10-01 02:43:54 UTC,purchase,2401882,2053013563743667055,appliances.kitchen.hood,artel,61.24,518431897,d244ccce-4dbb-4ae6-af48-98eb36069e19
2019-10-01 02:44:11 UTC,purchase,1005100,2053013555631882655,electronics.smartphone,samsung,154.42,555463605,d5a6dd40-851e-44b1-b53b-5f756e3205c0
2019-10-01 02:44:11 UTC,purchase,1004720,2053013555631882655,electronics.smartphone,huawei,130.65,551456160,f8d45f96-6b2e-4886-8fb5-e59eab55cbe7
2019-10-01 02:44:13 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,516201757,047e1cc0-6188-4c94-962b-fbb357e31a65
2019-10-01 02:44:17 UTC,purchase,3700926,2053013565983425517,appliances.environment.vacuum,samsung,64.08,514969291,87b43a6c-6bd1-4dae-9c48-95933425c484
2019-10-01 02:44:18 UTC,purchase,1004562,2053013555631882655,electronics.smartphone,meizu,101.65,512758113,adb0f829-a97c-4a83-866a-42e65ec5efe7
2019-10-01 02:44:23 UTC,purchase,12900081,2053013552737812719,stationery.cartrige,hp,7.7,512778902,70d718ba-6138-4046-b114-3c2f4e5f4f9a
2019-10-01 02:44:30 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,532799914,b3dea600-8c8c-44ab-82bc-e0215e09aa35
2019-10-01 02:44:30 UTC,purchase,1004838,2053013555631882655,electronics.smartphone,oppo,179.38,555465285,3cd3f86f-63e6-42bc-ac2d-d13d14e9bd6e
2019-10-01 02:44:32 UTC,purchase,1003879,2053013555631882655,electronics.smartphone,huawei,694.48,518374122,e31ffdd9-fb9e-4d3c-9914-a9ccffc4d7db
2019-10-01 02:44:43 UTC,purchase,1004886,2053013555631882655,electronics.smartphone,oppo,153.04,514104941,20dd9374-8cc6-4375-9cb7-60be3e0f24e1
2019-10-01 02:45:06 UTC,purchase,1004708,2053013555631882655,electronics.smartphone,huawei,159.77,547830696,895aed80-ccdc-4861-a23a-5514333db7fe
2019-10-01 02:45:13 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,555465207,28943208-238c-493c-9dd7-ff39afbcf9a4
2019-10-01 02:45:26 UTC,purchase,1004241,2053013555631882655,electronics.smartphone,apple,1178.5,536328930,af9f06b1-7cf7-4eed-978f-5350d7d0d0c7
2019-10-01 02:45:43 UTC,purchase,1004877,2053013555631882655,electronics.smartphone,xiaomi,84.69,527669643,1927b30b-5568-4c39-9452-ebff105fb2ce
2019-10-01 02:45:56 UTC,purchase,3100640,2053013555262783879,appliances.kitchen.blender,redmond,56.23,539676251,c867f269-a367-4610-b3d8-5f31df63225e
2019-10-01 02:46:05 UTC,purchase,1004779,2053013555631882655,electronics.smartphone,xiaomi,140.85,534436735,81056037-4510-44ac-a897-c984d35b6bfc
2019-10-01 02:46:06 UTC,purchase,8800805,2053013555573162395,electronics.telephone,bq,35.41,521005401,d7fd29b3-9de3-4d08-8948-2cfd8215ace2
2019-10-01 02:46:42 UTC,purchase,2800591,2053013563835941749,appliances.kitchen.refrigerators,leadbros,190.48,532762473,6f7b28d9-676c-4840-945a-184bbf955181
2019-10-01 02:46:44 UTC,purchase,28401176,2053013566209917945,accessories.bag,karya,100.39,549348524,789d3699-028e-4367-b515-b82e2cb5225f
2019-10-01 02:46:49 UTC,purchase,3700870,2053013565983425517,appliances.environment.vacuum,bosch,378.36,555465942,0b58cee9-ab6f-452a-8b17-e2239707e299
2019-10-01 02:46:55 UTC,purchase,16800025,2053013558316237377,furniture.kitchen.table,sv,77.2,540920424,3b31bb56-a4fe-439c-b082-d00e034b5176
2019-10-01 02:46:59 UTC,purchase,5100714,2053013553341792533,electronics.clocks,aimoto,55.32,515175219,6a0b7972-af44-490a-a3d9-66872c93fbf9
2019-10-01 02:47:11 UTC,purchase,5100376,2053013553341792533,electronics.clocks,xiaomi,68.01,549525040,2764f489-f2c1-4836-8ada-6b0e57897e49
2019-10-01 02:47:28 UTC,purchase,4803399,2053013554658804075,electronics.audio.headphone,jbl,33.21,541486954,c9fadd2c-c223-4f5a-b7a9-0d443fe63125
2019-10-01 02:47:38 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,534620200,65839078-ffd5-4450-9f5b-a93da2acc5d0
2019-10-01 02:47:41 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,512682014,9feea04f-370d-414f-ad2f-5bd48a920ac2
2019-10-01 02:47:44 UTC,purchase,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,513118339,d9c5c29c-cdee-4508-9cad-4040c95af76f
2019-10-01 02:48:18 UTC,purchase,1004739,2053013555631882655,electronics.smartphone,xiaomi,197.55,525662995,6cdfddd8-1ae5-4af8-bd91-91b129d594ac
2019-10-01 02:48:18 UTC,purchase,3600182,2053013563810775923,appliances.kitchen.washer,midea,121.5,549685916,14796138-70c6-4d88-99b7-7865404190e9
2019-10-01 02:48:19 UTC,purchase,1005100,2053013555631882655,electronics.smartphone,samsung,154.42,543075063,4025a887-e767-4d5b-974f-0ff6ca51136b
2019-10-01 02:48:19 UTC,purchase,46400010,2110937219005940617,apparel.trousers,sly,39.62,517953667,7954f58c-158d-402d-9820-c502a5eea86d
2019-10-01 02:48:45 UTC,purchase,1004857,2053013555631882655,electronics.smartphone,samsung,130.73,527669643,b9bb3694-8a63-467e-bc01-65df5ecf8881
2019-10-01 02:48:47 UTC,purchase,8800599,2053013555573162395,electronics.telephone,texet,8.21,518431897,d244ccce-4dbb-4ae6-af48-98eb36069e19
2019-10-01 02:49:00 UTC,purchase,1004777,2053013555631882655,electronics.smartphone,xiaomi,136.4,551349791,192d6074-8b67-4127-92ee-7e8d336f941a
2019-10-01 02:49:16 UTC,purchase,1801623,2053013554415534427,electronics.video.tv,lg,395.2,547711161,5d14259f-dcc2-44ab-8b2d-3ca44826dc67
2019-10-01 02:49:23 UTC,purchase,1002544,2053013555631882655,electronics.smartphone,apple,464.13,555257206,d43df6a9-d96d-4b80-a85c-24c29d9206b9
2019-10-01 02:49:39 UTC,purchase,1004255,2053013555631882655,electronics.smartphone,apple,745.67,513139436,42b885be-bc52-479f-aaf3-3276157e13b5
2019-10-01 02:49:50 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,537717675,97a54368-3848-44ac-a249-14f84aeb3435
2019-10-01 02:49:53 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,555466390,d70b8853-c387-4b61-9677-b317d87a189e
2019-10-01 02:49:56 UTC,purchase,1004776,2053013555631882655,electronics.smartphone,xiaomi,185.08,545803882,90222c7f-e14b-4722-a6f8-cc2a933d6fdc
2019-10-01 02:50:14 UTC,purchase,1004708,2053013555631882655,electronics.smartphone,huawei,159.77,555354998,28375945-d0bc-4051-81c3-ea4c58cc1f68
2019-10-01 02:50:24 UTC,purchase,3100055,2053013555262783879,appliances.kitchen.blender,braun,145.41,512907792,62c80e92-1f6c-43c2-8e28-87a3cf7a9243
2019-10-01 02:50:26 UTC,purchase,11200196,2053013562946749253,appliances.personal.scales,bene,9.09,542659426,4949941b-6e6d-425e-8d36-25e05de5f575
2019-10-01 02:50:35 UTC,purchase,1002633,2053013555631882655,electronics.smartphone,apple,360.08,523603161,909c333f-0b52-45ae-968e-deb1a849c53e
2019-10-01 02:50:41 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,174.76,555466390,d70b8853-c387-4b61-9677-b317d87a189e
2019-10-01 02:50:42 UTC,purchase,1004836,2053013555631882655,electronics.smartphone,samsung,241.19,542089764,22cbd4c0-f25d-4129-9cc1-16b465dd8b49
2019-10-01 02:51:00 UTC,purchase,1002544,2053013555631882655,electronics.smartphone,apple,464.13,555257206,d43df6a9-d96d-4b80-a85c-24c29d9206b9
2019-10-01 02:51:05 UTC,purchase,11000000,2053013554960793975,appliances.kitchen.toster,vitek,33.44,541516521,6b9efb82-151e-4274-bb9d-72d327425dd1
